numero;detail_forma
652;Chinois - confirmé  (niveau B1/B2 attendu)
653;Double Licence : Droit-Langues Option Juristes Trilingues d'affaires
654;Anglais-Chinois
655;Allemand débutant
656;Anglais-Japonais débutant
657;Trilingue
658;ARS Année de Remise à Niveau Scientifique
659;Musique (en partenariat avec le Conservatoire Régional du Grand Nancy)
660;Audiovisuel et Médias Numériques
661;Génie Civil, Architectural et Urbain
662;Arts plastiques et visuels
663;Hébreu
664;classique
665;Entraînement sportif - Education et Motricité - Activité Physique adaptée pour la Santé
666;Mise à niveau Scientifique
667;Portugais disciplinaire
668;Tourisme, culture et territoires
669;Lettres, Langues vivantes et disciplines artistiques
670;Catalan
671;Design
672;Langues étrangères appliquées (LEA)
673;Études japonaises
674;Franco-Allemand (Strasbourg-Saarbrücken)
675;Archéologie
676;Physique / Chimie / Environnement
677;Littérature renforcée
678;Langues, Littératures et Civilisations Etrangères et Régionales Russe
679;Langues Etrangères Appliquées Anglais-Japonais
680;Langues Etrangères Appliquées Anglais-Chinois
681;Double Licence Langues Etrangères Appliquées Anglais-Allemand et Gestion parcours Management et Sciences Humaines (MSH)
682;Double Licence Langues Etrangères Appliquées Anglais-Japonais et Gestion parcours Techniques quantitatives et management (TQM)
683;Science Politique - Droit
684;Mathématiques et Applications - HORS parcours Sciences actuarielles et financières
685;Chimie (tronc commun L1 avec Mathématiques et Physique)
686;Physique - Chimie (tronc commun en L1 avec Mathématiques)
687;Etudes aménagées musique ou sport
688;Droits français et allemand
689;Droit - Economie
690;MIASHS
691;Cinéma et Audiovisuel - Mineure Théâtre
692;Théâtre - Mineure Lettres
693;Lettres - Mineure Information-Communication
694;LLCER :  BOSNIAQUE-CROATE-MONTENEGRIN-SERBE
695;LETTRES MODERNES
696;PLURIDISCIPLINAIRE BILINGUE ANGLAIS, LETTRES, SCIENCES HUMAINES
697;LETTRES MODERNES - LLCER ANGLAIS
698;LLCER ANGLAIS - LLCER ALLEMAND NON DEBUTANT
699;HISTOIRE - LLCER ALLEMAND NON DEBUTANT
700;Sciences Psychologiques
701;LLCER Etudes Chinoises
702;LLCER Etudes vietnamiennes
703;Lettres et Arts
704;Lettres et sciences humaines
705;Langues, Littératures et Civilisations, parcours Asie du Sud-Est et Pacifique -  Indonésien-Malais
706;Afrique et océan Indien - Yoruba
707;Afrique et océan Indien - Peul
708;Asie du Sud et Himalaya -  Bengali
709;Langues, Littératures et Civilisations, parcours Europe - Tchèque
710;Langues, Littératures et Civilisations, parcours Europe - Roumain
711;Langues, Littératures et Civilisations Etrangères, parcours Eurasie - Turc
712;Conducteur de travaux
713;Droit bilingue anglo-américain
714;LANGUES ÉTRANGÈRES APPLIQUÉES : Anglais-Espagnol
715;ARTS : Cinéma et audiovisuel
716;LANGUES, LITTERATURES ET CIVILISATIONS ÉTRANGÈRES ET REGIONALES : Espagnol
717;MASS (Mathématiques Appliquées et Sciences Sociales)
718;Licence de Physique et Chimie
719;Classique
720;Choix d'1 parcours (en 3e année de Licence) : Ingénierie électrique et énergie / Thermique et énergétique
721;Economie et gestion - cursus international franco-anglais
722;Economie et gestion - cursus international franco-espagnol
723;Lettres - Littérature française, francophone et comparée
724;Histoire -Allemand
725;Histoire -Philosophie
726;Lettres et Arts Vivants (théâtre)
727;Langues Étrangères Appliquées Anglais Espagnol
728;Arts Plastiques
729;Electronique, électrotechnique, automatique (EEA) - Guyane
730;Anglais portugais
731;LETTRES ET ARTS
732;Etudes européennes et internationales franco-espagnoles
733;Licence 1 Anglais-information communication
734;Parcours Economie-Finance
735;droit science politique
736;HISTOIRE - LLCER ARABE
737;Licence 1 Histoire
738;LLCER ALLEMAND NON DEBUTANT - LLCER NEERLANDAIS
739;biologie
740;Descartes : Informatique, Mathématiques, Mécanique, Physique - site d'Aix-en-Provence
741;Arts du spectacle, métiers de la culture et des arts
742;parcours Comptabilité, Finance et Audit
743;Droit français et Droit allemand
744;multilingue, droit européen et comparé
745;Langues Etrangères Appliquées Anglais-Arabe - Cursus 4 ans
746;Anglais - Arabe
747;Cursus Master en Ingénierie (CMI) : Biologie Santé Environnement
748;Année préparatoire aux Etudes de Santé
749;Arts
750;Etudes européennes et internationales en langue anglaise - European Studies in English
751;Langues Etrangères Appliquée (LEA) : anglais-coréen
752;Culture classique et modernité européenne
753;Cursus Master en Ingénierie (CMI) :  Ingénierie des Productions Végétales
754;Licence Sciences pour l'Ingénieur
755;Arabe - Anglais
756;Grec - Anglais
757;Anglais, Allemand - langues de spécialité
758;Métiers du livre et médiation numérique
759;Anglais/Arabe
760;sciences de la vie - Option bilingue
761;Durabilité des matériaux et des structures
762;Langues étrangères appliquées Anglais/Allemand - Site de Créteil
763;Information-Communication - Mineure Arts et Médias
764;Anglais italien appliqués aux affaires
765;Anglais portugais appliqués aux affaires
766;Communication et arts du spectacle : Danse-Cirque
767;Cursus Master Ingénierie en Micro et Nano-Electronique
768;Etudes créoles - Martinique
769;Théologie, Philosophie et Anthropologies Contemporaines- Sciences Sociales
770;Cursus Master en Ingénierie (CMI) :  Modélisation Géographique des Territoires
771;Sciences de la vie, de la Terre et de l'environnement (SVTE) : L1 aménagée pour bacs technologiques
772;Marie Curie : Chimie, Physique, Sciences et technologies, Sciences pour l'ingénieur
773;Préparation concours IEP Sciences po
774;Allemand ou Anglais ou Espagnol ou Italien
775;Philosophie - Science Politique
776;Droit - Géographie
777;IFMK du Centre Hospitalier de Laval (Institut de Formation en Masso-Kinésithérapie)
778;Education, Formation, Enseignement, Culture (EFEC)
779;Allemand Etudes germaniques
780;Anglais - espagnol
781;Gestion commerce
782;Double licence LETTRES - HISTOIRE
783;Etudes hispaniques et hispano-américaines
784;parcours Droit
785;Double licence : anglais/allemand
786;Anglais, Allemand - écogestion
787;Anglais, Espagnol - langues de spécialité
788;Anglais LLCER Droit et Relations Internationales
789;Double licence Philosophie - Psychologie
790;Immunologie Cursus Master Ingénierie (Site Luminy)
791;Licence 1 - Anglais-Allemand LLCER
792;Formation franco-allemande appliquée : culture et économie, en partenariat avec l'Université de Wuppertal (Bergische Universität)
793;Langues Etrangères Appliquées Anglais-Portugais - cursus 4 ans
794;Double Licence : Droit/Economie-Gestion
795;Sciences de la vie section internationale
796;Cinéma
797;Etudes chinoises - débutant
798;Droit/LEA parcours Carrières Internationales
799;Anglais + 2 langues Asiatiques
800;Concours ART
801;Portail Droit Science politique - Rennes
802;Economie Gestion parcours international
803;LLCER Anglais Parcours bidisciplinaire binational franco-allemand : Anglais-Allemand / Anglais-Lettres
804;Droit Cursus intégré franco-allemand
805;Droit- Droit / Métiers de l'ingénierie économique et juridique - Guadeloupe
806;Philosophie - Economie
807;Cycle préparatoire intégré
808;Histoire et civilisation des mondes musulmans
809;Droit ou Sciences politiques - Cycle Universitaire Préparatoire aux Grandes écoles (IEP) de province (L1) - CUPGE - Martinique
810;Droit et Techniques de l'Assurance
811;LEA Anglais-Turc
812;Double licence Histoire et Sociologie
813;Musicologie
814;Education, Formation et Intervention Socio-Educative
815;Sciences Exactes et Appliquées
816;Philosophie, Anthropologie, Lettres
817;Histoire-Lettres Classiques
818;Humanités et Sciences Humaines
819;Allemand-Espagnol
820;Majeure Espagnol - Mineure Lettres
821;Double licence Philosophie - Droit
822;Science politique option Journalisme (Académie ESJ)
823;pratique danse
824;pratique théâtre
825;Arts du spectacle vivant
826;Études néo-helléniques : langues et cultures grecques modernes
827;Droits européens
828;Spécialité : Design de produits, prospective sociale
829;- Spécialité : Design du livre et de l'édition
830;- Spécialité : Espaces éphémères de marques et d'institutions culturelles
831;- Spécialité : Graphisme en action - Territoires d'Innovation Sociale
832;- Spécialité : Elaboration d'espaces, mutation des territoires
833;- Spécialité : Unicité et séries, pluralité des pratiques et des outils du designer
834;- Spécialité : Produits imprimés, sérigraphie, gravure
835;- Spécialité : Espace événement, scénographie
836;Spécialité : Recherche et développement matière, surface et couleur ? Céramique
837;- Spécialité : Objets et systèmes d'objets céramique
838;- Spécialité : Horlogerie, mention objet numérique et patrimoine
839;Sciences et Techniques des Activités Physiques et Sportives - Site de Bourges
840;- Spécialité : Cinéma d'animation 3D
841;Humanités et diversité des langages
842;ENEPS destiné aux bacs professionnels
843;- Spécialité : Graphisme d'interactivité
844;- Spécialité : Design produits, usages, innovation et production
845;Numérique pour les environnements connectés
846;Mention Activités Pour Tous (APT)
847;Passerelle pour un BUT
848;International franco-allemand en droit
849;Double licence Mathématiques / Sciences de la Vie
850;Droits français et anglais
851;Descartes : Informatique, Mathématiques, Mécanique, Physique - site de Luminy
852;Licence 1 Lettres
853;Cursus Master en Ingénierie (CMI) :  Ingénierie Statistique des Données et Modélisation (CMI ISDeM)
854;Cursus Master en Ingénierie (CMI) : Editions Numériques et Patrimoine de l'Antiquité à nos jours
855;Archéologie, Histoire de l'art, Patrimoine
856;1 - Physique-Mathématiques-Informatique
857;5  - Chimie-physique-Sciences de la Vie
858;Pluridisciplinaire
859;Expérience en entreprise
860;- Spécialité : microarchitecture, design d'évènements et architecture intérieure
861;Licence de droit (Université de Nice) / Zertifikat Studien des deutschen und französischen Rechts (Universität des Saarlandes)
862;"Programme Bachelor visé en 3 ans - Option ""Business Development"""
863;"Programme Bachelor visé en 3 ans - Option ""Event Management"""
864;Double licence Sciences de l'Homme, Anthropologie, Ethnologie / Musicologie
865;Trilangue Anglais - Espagnol - 3ème langue à choix
866;Trilangue Anglais - Hébreu études juives - 3ème langue à choix
867;Anglais mineure Sciences du langage
868;Arabe Grands débutants (Licence en 4 ans)
869;Mention Sciences du langage
870;Mention Sociologie
871;Espagnol - Mineure Etudes Internationales
872;Espagnol - Mineure Portugais
873;Espagnol - Mineure Sciences du langage
874;Formation d'ingénieur ECAM Rennes
875;Sanskrit - Mineures Allemand Etudes germaniques OU Sciences du langage OU Tamoul (avec l'Inalco)
876;Programme Grandes Ecoles - Grade Master
877;Lettres - Mineure Humanités numériques
878;6 - Lettres - Histoire
879;8 - Histoire - Droit
880;CAO - DAO du bâtiment
881;Son et éclairage en spectacle vivant
882;Spécialité : Bijou
883;- Spécialité : Conception d'espaces valorisant le patrimoine matériel et immatériel des territoires
884;- Spécialité : Conception d'espaces événementiels et scénographiques temporaires ou pérennes
885;LLCER SUEDOIS ou NORVEGIEN ou DANOIS ou NEERLANDAIS  MAJEURE/mineure Allemand non débutant
886;double licence Géographie-Histoire
887;- Spécialité : Design prospectif, design thinking
888;LEA / Anglais / Chinois
889;- Spécialité : Objets parcours design d'intérieurs
890;Double licence mention Histoire - mention Histoire de l'art et archéologie
891;Double licence mention Histoire - mention Langues, littératures & civilisations étrangères et régionales [Anglais]
892;- Spécialité : Edition, typographie et objets imprimés
893;E-Commerce
894;Restauration Meubles Anciens
895;Mécanicien circuit auto
896;Double maîtrise en droits français et anglais
897;Parcours intégré de formation juridique franco-allemande en coopération avec l?Université de la Sarre
898;Secrétaire juridique
899;- Spécialité :  Explorations typographiques Majeure : Graphisme. Mineures : Typographie ? Livre - Numérique
900;- Spécialité : Petite échelle architecturale, architecture intérieure et Patrimoine : Espace / Patrimoine
901;préparation aux concours de la sécurité publique et civile
902;Gestion Internationale de l'Entreprise et Ethique (diplôme valant reconnaissance de niveau Licence)
903;Bachelor en commerce et management à l'international ? ISCID - CO
904;- Spécialité : Ebénisterie . Mineures : Patrimoine, Numérique et matériaux
905;Formation graphisme et communication visuelle
906;Technicien de systèmes de sécurité et d'incendie
907;Multimédia
908;Concours DESIGN
909;Licence Arts du spectacle Option Histoire de l'Art et Archéologie
910;Licence Histoire de l'Art et Archéologie Option Arts du Spectacle
911;Licence Philosophie Option Sciences de l'Education
912;Mécanique de compétition - préparation moteurs
913;Sciences politiques et écologie humaine
