i,pct_f,effectifs_candidats_total_accepte,effectifs_candidats_femmes_total_accepte
997,64.0,25.0,16.0
998,55.0,20.0,11.0
999,0.0,13.0,0.0
1000,49.0,35.0,17.0
1001,17.0,12.0,2.0
1002,14.0,64.0,9.0
1003,10.0,30.0,3.0
1004,4.0,26.0,1.0
1005,47.0,34.0,16.0
1006,42.0,38.0,16.0
1007,0.0,24.0,0.0
1008,31.0,48.0,15.0
1009,20.0,44.0,9.0
1010,60.0,30.0,18.0
1011,6.0,32.0,2.0
1012,83.0,35.0,29.0
1013,43.0,23.0,10.0
1014,18.0,28.0,5.0
1015,65.0,117.0,76.0
1016,49.0,65.0,32.0
1017,6.0,31.0,2.0
1018,67.0,54.0,36.0
1019,0.0,18.0,0.0
1020,28.0,167.0,46.0
1021,18.0,156.0,28.0
1022,0.0,15.0,0.0
1023,67.0,33.0,22.0
1024,78.0,40.0,31.0
1025,25.0,12.0,3.0
1026,0.0,25.0,0.0
1027,61.0,36.0,22.0
1028,27.0,89.0,24.0
1029,3.0,29.0,1.0
1030,24.0,45.0,11.0
1031,75.0,48.0,36.0
1032,46.0,28.0,13.0
1033,20.0,46.0,9.0
1034,49.0,39.0,19.0
1035,76.0,51.0,39.0
1036,55.0,42.0,23.0
1037,7.0,14.0,1.0
1038,11.0,85.0,9.0
1039,88.0,121.0,107.0
1040,72.0,120.0,86.0
1041,77.0,166.0,127.0
1042,79.0,29.0,23.0
1043,76.0,349.0,264.0
1044,46.0,28.0,13.0
1045,68.0,31.0,21.0
1046,59.0,51.0,30.0
1047,21.0,14.0,3.0
1048,89.0,27.0,24.0
1049,58.0,36.0,21.0
1050,45.0,31.0,14.0
1051,78.0,23.0,18.0
1052,18.0,33.0,6.0
1053,24.0,17.0,4.0
1054,33.0,9.0,3.0
1055,70.0,27.0,19.0
1056,4.0,49.0,2.0
1057,69.0,183.0,127.0
1058,56.0,16.0,9.0
1059,29.0,159.0,46.0
1060,64.0,111.0,71.0
1061,6.0,32.0,2.0
1062,22.0,286.0,62.0
1063,26.0,35.0,9.0
1064,77.0,30.0,23.0
1065,22.0,9.0,2.0
1066,13.0,87.0,11.0
1067,93.0,30.0,28.0
1068,18.0,44.0,8.0
1069,5.0,22.0,1.0
1070,71.0,31.0,22.0
1071,22.0,96.0,21.0
1072,31.0,32.0,10.0
1073,57.0,30.0,17.0
1074,10.0,10.0,1.0
1075,100.0,22.0,22.0
1076,19.0,31.0,6.0
1077,38.0,40.0,15.0
1078,0.0,18.0,0.0
1079,33.0,27.0,9.0
1080,8.0,12.0,1.0
1081,30.0,205.0,61.0
1082,75.0,792.0,593.0
1083,65.0,26.0,17.0
1084,25.0,12.0,3.0
1085,87.0,23.0,20.0
1086,61.0,23.0,14.0
1087,0.0,20.0,0.0
1088,70.0,81.0,57.0
1089,0.0,24.0,0.0
1090,40.0,30.0,12.0
1091,0.0,21.0,0.0
1092,10.0,29.0,3.0
1093,85.0,34.0,29.0
1094,79.0,34.0,27.0
1095,68.0,34.0,23.0
1096,47.0,36.0,17.0
1097,0.0,23.0,0.0
1098,3.0,29.0,1.0
1099,89.0,36.0,32.0
1100,52.0,52.0,27.0
1101,20.0,108.0,22.0
1102,4.0,26.0,1.0
1103,43.0,23.0,10.0
1104,68.0,65.0,44.0
1105,54.0,37.0,20.0
1106,33.0,63.0,21.0
1107,7.0,15.0,1.0
1108,5.0,22.0,1.0
1109,47.0,17.0,8.0
1110,46.0,13.0,6.0
1111,75.0,8.0,6.0
1112,0.0,5.0,0.0
1113,73.0,11.0,8.0
1114,62.0,13.0,8.0
1115,18.0,38.0,7.0
1116,61.0,28.0,17.0
1117,54.0,24.0,13.0
1118,90.0,10.0,9.0
1119,19.0,21.0,4.0
1120,14.0,22.0,3.0
1121,77.0,26.0,20.0
1122,36.0,14.0,5.0
1123,36.0,25.0,9.0
1124,0.0,15.0,0.0
1125,38.0,16.0,6.0
1126,95.0,20.0,19.0
1127,21.0,14.0,3.0
1128,28.0,18.0,5.0
1129,17.0,41.0,7.0
1130,86.0,49.0,42.0
1131,54.0,35.0,19.0
1132,75.0,40.0,30.0
1133,58.0,33.0,19.0
1134,56.0,16.0,9.0
1135,0.0,29.0,0.0
1136,70.0,387.0,270.0
1137,80.0,60.0,48.0
1138,0.0,24.0,0.0
1139,52.0,23.0,12.0
1140,40.0,35.0,14.0
1141,68.0,22.0,15.0
1142,0.0,11.0,0.0
1143,17.0,42.0,7.0
1144,0.0,8.0,0.0
1145,94.0,18.0,17.0
1146,61.0,41.0,25.0
1147,63.0,148.0,93.0
1148,9.0,69.0,6.0
1149,52.0,23.0,12.0
1150,75.0,72.0,54.0
1151,27.0,11.0,3.0
1152,35.0,20.0,7.0
1153,29.0,21.0,6.0
1154,38.0,8.0,3.0
1155,70.0,10.0,7.0
1156,63.0,82.0,52.0
1157,53.0,60.0,32.0
1158,83.0,70.0,58.0
1159,86.0,164.0,141.0
1160,55.0,98.0,54.0
1161,56.0,242.0,136.0
1162,61.0,295.0,179.0
1163,0.0,1.0,0.0
1164,87.0,30.0,26.0
1165,80.0,15.0,12.0
1166,19.0,67.0,13.0
1167,60.0,20.0,12.0
1168,41.0,22.0,9.0
1169,96.0,23.0,22.0
1170,57.0,14.0,8.0
1171,100.0,18.0,18.0
1172,60.0,10.0,6.0
1173,0.0,6.0,0.0
1174,100.0,14.0,14.0
1175,0.0,14.0,0.0
1176,69.0,13.0,9.0
1177,0.0,1.0,0.0
1178,54.0,13.0,7.0
1179,50.0,14.0,7.0
1180,91.0,92.0,84.0
1181,0.0,4.0,0.0
1182,74.0,31.0,23.0
1183,60.0,35.0,21.0
1184,59.0,107.0,63.0
1185,86.0,14.0,12.0
1186,77.0,13.0,10.0
1187,18.0,11.0,2.0
1188,75.0,118.0,89.0
1189,89.0,63.0,56.0
1190,44.0,70.0,31.0
1191,61.0,84.0,51.0
1192,78.0,73.0,57.0
1193,14.0,21.0,3.0
1194,44.0,39.0,17.0
1195,57.0,14.0,8.0
1196,57.0,35.0,20.0
1197,0.0,2.0,0.0
1198,67.0,9.0,6.0
1199,71.0,7.0,5.0
1200,65.0,23.0,15.0
1201,39.0,18.0,7.0
1202,58.0,26.0,15.0
1203,50.0,22.0,11.0
1204,0.0,38.0,0.0
1205,42.0,12.0,5.0
1206,27.0,15.0,4.0
1207,58.0,31.0,18.0
1208,71.0,72.0,51.0
1209,36.0,33.0,12.0
1210,47.0,15.0,7.0
1211,0.0,1.0,0.0
1212,36.0,11.0,4.0
1213,70.0,27.0,19.0
1214,50.0,24.0,12.0
1215,58.0,12.0,7.0
1216,0.0,4.0,0.0
1217,45.0,38.0,17.0
1218,86.0,14.0,12.0
1219,64.0,11.0,7.0
1220,18.0,38.0,7.0
1221,50.0,146.0,73.0
1222,36.0,11.0,4.0
1223,29.0,427.0,122.0
1224,29.0,49.0,14.0
1225,20.0,5.0,1.0
1226,0.0,7.0,0.0
1227,66.0,712.0,473.0
1228,85.0,13.0,11.0
1229,66.0,307.0,202.0
1230,27.0,219.0,60.0
1231,69.0,123.0,85.0
1232,36.0,69.0,25.0
1233,67.0,3.0,2.0
1234,33.0,3.0,1.0
1235,43.0,14.0,6.0
1236,21.0,387.0,83.0
1237,67.0,42.0,28.0
1238,0.0,12.0,0.0
1239,38.0,16.0,6.0
1240,80.0,40.0,32.0
1241,67.0,70.0,47.0
1242,77.0,26.0,20.0
1243,64.0,14.0,9.0
1244,100.0,3.0,3.0
1245,47.0,15.0,7.0
1246,57.0,7.0,4.0
1247,73.0,15.0,11.0
1248,58.0,24.0,14.0
1249,0.0,6.0,0.0
1250,6.0,17.0,1.0
1251,30.0,10.0,3.0
1252,15.0,13.0,2.0
1253,0.0,12.0,0.0
1254,8.0,13.0,1.0
1255,23.0,13.0,3.0
1256,79.0,84.0,66.0
1257,68.0,22.0,15.0
1258,78.0,18.0,14.0
1259,75.0,20.0,15.0
1260,0.0,0.0,0.0
1261,46.0,24.0,11.0
1262,58.0,52.0,30.0
1263,38.0,13.0,5.0
1264,83.0,12.0,10.0
1265,23.0,48.0,11.0
1266,100.0,1.0,1.0
1267,60.0,5.0,3.0
1268,75.0,4.0,3.0
1269,0.0,6.0,0.0
1270,83.0,59.0,49.0
1271,8.0,12.0,1.0
1272,75.0,12.0,9.0
1273,55.0,11.0,6.0
1274,64.0,114.0,73.0
1275,8.0,13.0,1.0
1276,0.0,5.0,0.0
1277,88.0,43.0,38.0
1278,0.0,7.0,0.0
1279,50.0,6.0,3.0
1280,25.0,8.0,2.0
1281,11.0,9.0,1.0
1282,17.0,6.0,1.0
1283,7.0,14.0,1.0
1284,96.0,28.0,27.0
1285,96.0,24.0,23.0
1286,0.0,5.0,0.0
1287,7.0,14.0,1.0
1288,11.0,9.0,1.0
1289,0.0,10.0,0.0
1290,0.0,12.0,0.0
1291,45.0,11.0,5.0
1292,0.0,15.0,0.0
1293,0.0,4.0,0.0
1294,82.0,49.0,40.0
1295,67.0,33.0,22.0
1296,17.0,6.0,1.0
1297,58.0,26.0,15.0
1298,12.0,16.0,2.0
1299,44.0,9.0,4.0
1300,76.0,17.0,13.0
1301,25.0,32.0,8.0
1302,43.0,7.0,3.0
1303,68.0,25.0,17.0
1304,95.0,22.0,21.0
1305,55.0,267.0,147.0
1306,55.0,11.0,6.0
1307,62.0,8.0,5.0
1308,75.0,12.0,9.0
1309,88.0,81.0,71.0
1310,33.0,3.0,1.0
1311,50.0,14.0,7.0
1312,72.0,18.0,13.0
1313,50.0,16.0,8.0
1314,33.0,21.0,7.0
1315,33.0,6.0,2.0
1316,67.0,3.0,2.0
1317,52.0,21.0,11.0
1318,33.0,3.0,1.0
1319,69.0,13.0,9.0
1320,27.0,15.0,4.0
1321,40.0,120.0,48.0
1322,86.0,29.0,25.0
1323,62.0,8.0,5.0
1324,15.0,186.0,28.0
1325,100.0,5.0,5.0
1326,71.0,34.0,24.0
1327,79.0,48.0,38.0
1328,71.0,69.0,49.0
1329,76.0,33.0,25.0
1330,57.0,23.0,13.0
1331,92.0,48.0,44.0
1332,65.0,68.0,44.0
1333,67.0,3.0,2.0
1334,57.0,14.0,8.0
1335,33.0,6.0,2.0
1336,0.0,5.0,0.0
1337,77.0,31.0,24.0
1338,12.0,8.0,1.0
1339,100.0,23.0,23.0
1340,79.0,14.0,11.0
1341,100.0,14.0,14.0
1342,60.0,10.0,6.0
1343,43.0,7.0,3.0
1344,12.0,16.0,2.0
1345,36.0,14.0,5.0
1346,3.0,29.0,1.0
1347,35.0,17.0,6.0
1348,91.0,23.0,21.0
1349,0.0,5.0,0.0
1350,0.0,6.0,0.0
1351,0.0,0.0,0.0
1352,5.0,19.0,1.0
1353,70.0,23.0,16.0
1354,29.0,24.0,7.0
1355,12.0,8.0,1.0
1356,27.0,15.0,4.0
1357,90.0,10.0,9.0
1358,41.0,17.0,7.0
1359,0.0,6.0,0.0
1360,0.0,21.0,0.0
1361,82.0,11.0,9.0
1362,50.0,8.0,4.0
1363,0.0,2.0,0.0
1364,9.0,45.0,4.0
1365,40.0,5.0,2.0
1366,72.0,83.0,60.0
1367,67.0,33.0,22.0
1368,10.0,10.0,1.0
1369,80.0,5.0,4.0
1370,84.0,25.0,21.0
1371,45.0,11.0,5.0
1372,60.0,55.0,33.0
1373,0.0,11.0,0.0
1374,18.0,17.0,3.0
1375,52.0,23.0,12.0
1376,44.0,497.0,219.0
1377,30.0,238.0,72.0
1378,0.0,5.0,0.0
1379,96.0,24.0,23.0
1380,90.0,142.0,128.0
1381,38.0,13.0,5.0
1382,19.0,231.0,44.0
1383,84.0,173.0,146.0
1384,86.0,35.0,30.0
1385,73.0,898.0,655.0
1386,33.0,12.0,4.0
1387,78.0,81.0,63.0
1388,11.0,9.0,1.0
1389,92.0,64.0,59.0
1390,29.0,7.0,2.0
1391,94.0,16.0,15.0
1392,20.0,25.0,5.0
1393,79.0,14.0,11.0
1394,92.0,12.0,11.0
1395,0.0,12.0,0.0
1396,92.0,24.0,22.0
1397,75.0,8.0,6.0
1398,0.0,4.0,0.0
1399,25.0,4.0,1.0
1400,20.0,10.0,2.0
1401,33.0,3.0,1.0
1402,50.0,4.0,2.0
1403,0.0,8.0,0.0
1404,33.0,12.0,4.0
1405,50.0,28.0,14.0
1406,67.0,9.0,6.0
1407,88.0,17.0,15.0
1408,25.0,8.0,2.0
1409,31.0,16.0,5.0
1410,100.0,14.0,14.0
1411,69.0,16.0,11.0
1412,81.0,31.0,25.0
1413,87.0,15.0,13.0
1414,65.0,20.0,13.0
1415,77.0,13.0,10.0
1416,79.0,14.0,11.0
1417,87.0,15.0,13.0
1418,67.0,9.0,6.0
1419,88.0,16.0,14.0
1420,60.0,10.0,6.0
1421,79.0,14.0,11.0
1422,93.0,14.0,13.0
1423,93.0,14.0,13.0
1424,88.0,16.0,14.0
1425,100.0,15.0,15.0
1426,50.0,16.0,8.0
1427,0.0,16.0,0.0
1428,0.0,5.0,0.0
1429,94.0,16.0,15.0
1430,62.0,13.0,8.0
1431,88.0,17.0,15.0
1432,100.0,12.0,12.0
1433,100.0,10.0,10.0
1434,67.0,12.0,8.0
1435,58.0,12.0,7.0
1436,60.0,15.0,9.0
1437,86.0,14.0,12.0
1438,0.0,1.0,0.0
1439,44.0,48.0,21.0
1440,22.0,9.0,2.0
1441,36.0,14.0,5.0
1442,35.0,23.0,8.0
1443,40.0,5.0,2.0
1444,20.0,15.0,3.0
1445,13.0,23.0,3.0
1446,54.0,37.0,20.0
1447,20.0,10.0,2.0
1448,21.0,86.0,18.0
1449,17.0,47.0,8.0
1450,57.0,7.0,4.0
1451,0.0,7.0,0.0
1452,50.0,4.0,2.0
1453,55.0,80.0,44.0
1454,0.0,0.0,0.0
1455,75.0,4.0,3.0
1456,92.0,36.0,33.0
1457,88.0,49.0,43.0
1458,87.0,128.0,111.0
1459,77.0,79.0,61.0
1460,82.0,219.0,180.0
1461,86.0,77.0,66.0
1462,80.0,140.0,112.0
1463,98.0,45.0,44.0
1464,93.0,139.0,129.0
1465,94.0,35.0,33.0
1466,91.0,64.0,58.0
1467,91.0,54.0,49.0
1468,85.0,173.0,147.0
1469,89.0,71.0,63.0
1470,88.0,65.0,57.0
1471,82.0,91.0,75.0
1472,88.0,96.0,84.0
1473,77.0,97.0,75.0
1474,85.0,165.0,140.0
1475,83.0,118.0,98.0
1476,78.0,120.0,94.0
1477,76.0,59.0,45.0
1478,95.0,73.0,69.0
1479,91.0,198.0,180.0
1480,86.0,70.0,60.0
1481,83.0,150.0,124.0
1482,89.0,55.0,49.0
1483,89.0,111.0,99.0
1484,86.0,134.0,115.0
1485,85.0,67.0,57.0
1486,91.0,70.0,64.0
1487,96.0,51.0,49.0
1488,82.0,73.0,60.0
1489,85.0,48.0,41.0
1490,85.0,60.0,51.0
1491,82.0,73.0,60.0
1492,88.0,197.0,174.0
1493,84.0,149.0,125.0
1494,79.0,39.0,31.0
1495,87.0,76.0,66.0
1496,80.0,85.0,68.0
1497,83.0,157.0,130.0
1498,91.0,67.0,61.0
1499,85.0,81.0,69.0
1500,86.0,109.0,94.0
1501,83.0,70.0,58.0
1502,87.0,45.0,39.0
1503,83.0,100.0,83.0
1504,77.0,71.0,55.0
1505,84.0,99.0,83.0
1506,90.0,68.0,61.0
1507,89.0,120.0,107.0
1508,80.0,51.0,41.0
1509,83.0,54.0,45.0
1510,95.0,177.0,168.0
1511,95.0,145.0,138.0
1512,89.0,73.0,65.0
1513,28.0,312.0,88.0
1514,52.0,141.0,74.0
1515,27.0,15.0,4.0
1516,50.0,12.0,6.0
1517,88.0,138.0,122.0
1518,79.0,84.0,66.0
1519,83.0,88.0,73.0
1520,58.0,266.0,153.0
1521,100.0,13.0,13.0
1522,94.0,17.0,16.0
1523,57.0,7.0,4.0
1524,51.0,45.0,23.0
1525,74.0,47.0,35.0
1526,100.0,36.0,36.0
1527,88.0,17.0,15.0
1528,94.0,35.0,33.0
1529,65.0,51.0,33.0
1530,31.0,13.0,4.0
1531,90.0,30.0,27.0
1532,29.0,14.0,4.0
1533,94.0,51.0,48.0
1534,85.0,52.0,44.0
1535,80.0,20.0,16.0
1536,86.0,35.0,30.0
1537,100.0,10.0,10.0
1538,97.0,34.0,33.0
1539,35.0,163.0,57.0
1540,10.0,58.0,6.0
1541,9.0,11.0,1.0
1542,69.0,13.0,9.0
1543,83.0,88.0,73.0
1544,95.0,74.0,70.0
1545,83.0,54.0,45.0
1546,87.0,84.0,73.0
1547,96.0,26.0,25.0
1548,38.0,8.0,3.0
1549,77.0,64.0,49.0
1550,85.0,147.0,125.0
1551,93.0,15.0,14.0
1552,14.0,7.0,1.0
1553,100.0,14.0,14.0
1554,47.0,15.0,7.0
1555,73.0,15.0,11.0
1556,87.0,15.0,13.0
1557,0.0,0.0,0.0
1558,95.0,22.0,21.0
1559,81.0,16.0,13.0
1560,12.0,8.0,1.0
1561,65.0,17.0,11.0
1562,78.0,32.0,25.0
1563,85.0,13.0,11.0
1564,46.0,13.0,6.0
1565,93.0,15.0,14.0
1566,69.0,16.0,11.0
1567,69.0,16.0,11.0
1568,94.0,16.0,15.0
1569,71.0,115.0,82.0
1570,62.0,16.0,10.0
1571,53.0,15.0,8.0
1572,18.0,118.0,21.0
1573,75.0,61.0,46.0
1574,11.0,76.0,8.0
1575,36.0,11.0,4.0
1576,10.0,87.0,9.0
1577,84.0,87.0,73.0
1578,0.0,11.0,0.0
1579,62.0,16.0,10.0
1580,100.0,14.0,14.0
1581,93.0,14.0,13.0
1582,0.0,3.0,0.0
1583,29.0,14.0,4.0
1584,44.0,9.0,4.0
1585,82.0,39.0,32.0
1586,91.0,32.0,29.0
1587,31.0,26.0,8.0
1588,86.0,43.0,37.0
1589,83.0,6.0,5.0
1590,96.0,24.0,23.0
1591,50.0,2.0,1.0
1592,83.0,18.0,15.0
1593,90.0,31.0,28.0
1594,80.0,49.0,39.0
1595,97.0,29.0,28.0
1596,100.0,7.0,7.0
1597,88.0,24.0,21.0
1598,78.0,80.0,62.0
1599,97.0,30.0,29.0
1600,100.0,9.0,9.0
1601,84.0,19.0,16.0
1602,,0.0,0.0
1603,100.0,4.0,4.0
1604,0.0,0.0,0.0
1605,89.0,19.0,17.0
1606,100.0,17.0,17.0
1607,100.0,40.0,40.0
1608,91.0,67.0,61.0
1609,94.0,67.0,63.0
1610,100.0,33.0,33.0
1611,0.0,8.0,0.0
1612,58.0,12.0,7.0
1613,73.0,15.0,11.0
1614,0.0,0.0,0.0
1615,88.0,25.0,22.0
1616,50.0,28.0,14.0
1617,73.0,15.0,11.0
1618,67.0,3.0,2.0
1619,84.0,19.0,16.0
1620,8.0,12.0,1.0
1621,0.0,4.0,0.0
1622,15.0,41.0,6.0
1623,0.0,24.0,0.0
1624,8.0,25.0,2.0
1625,10.0,39.0,4.0
1626,86.0,14.0,12.0
1627,0.0,4.0,0.0
1628,0.0,16.0,0.0
1629,89.0,18.0,16.0
1630,100.0,15.0,15.0
1631,83.0,95.0,79.0
1632,80.0,66.0,53.0
1633,84.0,79.0,66.0
1634,0.0,4.0,0.0
1635,89.0,28.0,25.0
1636,92.0,25.0,23.0
1637,95.0,20.0,19.0
1638,95.0,42.0,40.0
1639,95.0,21.0,20.0
1640,50.0,4.0,2.0
1641,85.0,20.0,17.0
1642,82.0,127.0,104.0
1643,47.0,15.0,7.0
1644,47.0,95.0,45.0
1645,39.0,18.0,7.0
1646,88.0,16.0,14.0
1647,0.0,5.0,0.0
1648,8.0,24.0,2.0
1649,84.0,19.0,16.0
1650,77.0,78.0,60.0
1651,67.0,6.0,4.0
1652,38.0,13.0,5.0
1653,67.0,3.0,2.0
1654,57.0,161.0,92.0
1655,100.0,5.0,5.0
1656,61.0,33.0,20.0
1657,100.0,5.0,5.0
1658,94.0,17.0,16.0
1659,41.0,118.0,48.0
1660,48.0,25.0,12.0
1661,60.0,63.0,38.0
1662,95.0,20.0,19.0
1663,85.0,34.0,29.0
1664,42.0,81.0,34.0
1665,31.0,344.0,108.0
1666,46.0,52.0,24.0
1667,45.0,53.0,24.0
1668,55.0,93.0,51.0
1669,59.0,82.0,48.0
1670,46.0,283.0,129.0
1671,85.0,13.0,11.0
1672,77.0,22.0,17.0
1673,64.0,14.0,9.0
1674,45.0,44.0,20.0
1675,46.0,128.0,59.0
1676,95.0,41.0,39.0
1677,42.0,165.0,70.0
1678,35.0,20.0,7.0
1679,29.0,7.0,2.0
1680,43.0,100.0,43.0
1681,95.0,120.0,114.0
1682,64.0,47.0,30.0
1683,85.0,433.0,368.0
1684,47.0,43.0,20.0
1685,100.0,14.0,14.0
1686,96.0,24.0,23.0
1687,67.0,27.0,18.0
1688,68.0,69.0,47.0
1689,69.0,363.0,252.0
1690,25.0,4.0,1.0
1691,33.0,15.0,5.0
1692,70.0,71.0,50.0
1693,52.0,25.0,13.0
1694,61.0,41.0,25.0
1695,100.0,9.0,9.0
1696,79.0,29.0,23.0
1697,85.0,27.0,23.0
1698,25.0,20.0,5.0
1699,0.0,2.0,0.0
1700,40.0,30.0,12.0
1701,89.0,18.0,16.0
1702,16.0,55.0,9.0
1703,76.0,25.0,19.0
1704,30.0,10.0,3.0
1705,90.0,20.0,18.0
1706,70.0,138.0,97.0
1707,64.0,42.0,27.0
1708,45.0,71.0,32.0
1709,36.0,22.0,8.0
1710,86.0,14.0,12.0
1711,77.0,82.0,63.0
1712,58.0,31.0,18.0
1713,76.0,144.0,109.0
1714,59.0,39.0,23.0
1715,67.0,127.0,85.0
1716,40.0,10.0,4.0
1717,87.0,31.0,27.0
1718,73.0,26.0,19.0
1719,54.0,28.0,15.0
1720,64.0,36.0,23.0
1721,50.0,10.0,5.0
1722,44.0,36.0,16.0
1723,100.0,45.0,45.0
1724,100.0,50.0,50.0
1725,100.0,25.0,25.0
1726,100.0,30.0,30.0
1727,58.0,19.0,11.0
1728,69.0,55.0,38.0
1729,87.0,30.0,26.0
1730,0.0,0.0,0.0
1731,57.0,21.0,12.0
1732,71.0,17.0,12.0
1733,85.0,52.0,44.0
1734,55.0,101.0,56.0
1735,97.0,35.0,34.0
1736,94.0,35.0,33.0
1737,80.0,49.0,39.0
1738,67.0,3.0,2.0
1739,100.0,3.0,3.0
1740,0.0,5.0,0.0
1741,62.0,90.0,56.0
1742,90.0,20.0,18.0
1743,55.0,56.0,31.0
1744,33.0,115.0,38.0
1745,63.0,100.0,63.0
1746,98.0,100.0,98.0
1747,62.0,16.0,10.0
1748,40.0,5.0,2.0
1749,59.0,17.0,10.0
1750,43.0,49.0,21.0
1751,60.0,5.0,3.0
1752,0.0,0.0,0.0
1753,86.0,7.0,6.0
1754,42.0,19.0,8.0
1755,50.0,14.0,7.0
1756,52.0,31.0,16.0
1757,86.0,28.0,24.0
1758,60.0,10.0,6.0
1759,100.0,33.0,33.0
1760,22.0,79.0,17.0
1761,56.0,16.0,9.0
1762,20.0,5.0,1.0
1763,93.0,30.0,28.0
1764,73.0,179.0,131.0
1765,88.0,33.0,29.0
1766,0.0,3.0,0.0
1767,52.0,23.0,12.0
1768,92.0,12.0,11.0
1769,100.0,8.0,8.0
1770,94.0,18.0,17.0
1771,53.0,17.0,9.0
1772,76.0,46.0,35.0
1773,61.0,33.0,20.0
1774,27.0,11.0,3.0
1775,19.0,16.0,3.0
1776,74.0,23.0,17.0
1777,85.0,13.0,11.0
1778,25.0,4.0,1.0
1779,27.0,11.0,3.0
1780,61.0,28.0,17.0
1781,5.0,20.0,1.0
1782,32.0,34.0,11.0
1783,48.0,25.0,12.0
1784,0.0,3.0,0.0
1785,25.0,4.0,1.0
1786,7.0,14.0,1.0
1787,12.0,16.0,2.0
1788,68.0,19.0,13.0
1789,45.0,20.0,9.0
1790,72.0,40.0,29.0
1791,80.0,40.0,32.0
1792,4.0,26.0,1.0
1793,33.0,6.0,2.0
1794,83.0,29.0,24.0
1795,25.0,8.0,2.0
1796,33.0,15.0,5.0
1797,70.0,100.0,70.0
1798,9.0,23.0,2.0
1799,56.0,27.0,15.0
1800,75.0,4.0,3.0
1801,53.0,19.0,10.0
1802,19.0,31.0,6.0
1803,29.0,21.0,6.0
1804,42.0,12.0,5.0
1805,42.0,26.0,11.0
1806,33.0,9.0,3.0
1807,42.0,19.0,8.0
1808,33.0,70.0,23.0
1809,56.0,48.0,27.0
1810,24.0,37.0,9.0
1811,36.0,22.0,8.0
1812,47.0,34.0,16.0
1813,45.0,40.0,18.0
1814,55.0,44.0,24.0
1815,58.0,50.0,29.0
1816,46.0,52.0,24.0
1817,44.0,16.0,7.0
1818,60.0,5.0,3.0
1819,47.0,19.0,9.0
1820,51.0,47.0,24.0
1821,25.0,24.0,6.0
1822,61.0,38.0,23.0
1823,54.0,13.0,7.0
1824,31.0,39.0,12.0
1825,54.0,24.0,13.0
1826,38.0,26.0,10.0
1827,37.0,19.0,7.0
1828,28.0,18.0,5.0
1829,52.0,21.0,11.0
1830,75.0,24.0,18.0
1831,39.0,18.0,7.0
1832,60.0,20.0,12.0
1833,58.0,48.0,28.0
1834,33.0,3.0,1.0
1835,20.0,15.0,3.0
1836,50.0,24.0,12.0
1837,59.0,22.0,13.0
1838,41.0,27.0,11.0
1839,32.0,38.0,12.0
1840,52.0,21.0,11.0
1841,73.0,15.0,11.0
1842,61.0,18.0,11.0
1843,57.0,42.0,24.0
1844,28.0,25.0,7.0
1845,57.0,23.0,13.0
1846,57.0,30.0,17.0
1847,54.0,109.0,59.0
1848,14.0,14.0,2.0
1849,52.0,31.0,16.0
1850,50.0,88.0,44.0
1851,8.0,12.0,1.0
1852,72.0,121.0,87.0
1853,81.0,16.0,13.0
1854,44.0,16.0,7.0
1855,5.0,39.0,2.0
1856,20.0,44.0,9.0
1857,18.0,49.0,9.0
1858,10.0,48.0,5.0
1859,81.0,32.0,26.0
1860,0.0,1.0,0.0
1861,64.0,14.0,9.0
1862,36.0,45.0,16.0
1863,78.0,36.0,28.0
1864,78.0,9.0,7.0
1865,25.0,28.0,7.0
1866,22.0,27.0,6.0
1867,32.0,25.0,8.0
1868,67.0,12.0,8.0
1869,43.0,165.0,71.0
1870,0.0,1.0,0.0
1871,80.0,20.0,16.0
1872,0.0,10.0,0.0
1873,96.0,26.0,25.0
1874,79.0,14.0,11.0
1875,73.0,11.0,8.0
1876,43.0,21.0,9.0
1877,12.0,25.0,3.0
1878,33.0,9.0,3.0
1879,6.0,51.0,3.0
1880,67.0,3.0,2.0
1881,89.0,18.0,16.0
1882,0.0,6.0,0.0
1883,0.0,2.0,0.0
1884,12.0,8.0,1.0
1885,71.0,7.0,5.0
1886,50.0,8.0,4.0
1887,10.0,10.0,1.0
1888,23.0,22.0,5.0
1889,62.0,8.0,5.0
1890,74.0,35.0,26.0
1891,44.0,16.0,7.0
1892,29.0,24.0,7.0
1893,56.0,16.0,9.0
1894,100.0,6.0,6.0
1895,38.0,8.0,3.0
1896,25.0,12.0,3.0
1897,0.0,3.0,0.0
1898,68.0,25.0,17.0
1899,14.0,14.0,2.0
1900,30.0,10.0,3.0
1901,0.0,0.0,0.0
1902,0.0,1.0,0.0
1903,50.0,10.0,5.0
1904,100.0,1.0,1.0
1905,0.0,9.0,0.0
1906,47.0,17.0,8.0
1907,0.0,1.0,0.0
1908,74.0,31.0,23.0
1909,36.0,189.0,68.0
1910,0.0,0.0,0.0
1911,0.0,0.0,0.0
1912,33.0,6.0,2.0
1913,70.0,10.0,7.0
1914,46.0,97.0,45.0
1915,100.0,7.0,7.0
1916,50.0,18.0,9.0
1917,92.0,39.0,36.0
1918,75.0,8.0,6.0
1919,100.0,1.0,1.0
1920,85.0,13.0,11.0
1921,36.0,11.0,4.0
1922,46.0,28.0,13.0
1923,84.0,38.0,32.0
1924,40.0,20.0,8.0
1925,75.0,8.0,6.0
1926,60.0,161.0,96.0
1927,68.0,154.0,104.0
